variable,subdomain,is_summary,mean_pct_missing,n_subjects_2+_waves,mean_waves_per_subject,mean_variance,miss_score,long_score,var_score,summary_bonus,composite_score
nt_y_stq__dapp_001,other,False,50.038333333333334,9138,2.22,9419.15,0.4977986842325528,0.8169870362092088,2.957298320005853e-09,0.0,0.39443571672398814
nt_y_stq__sleep_008,sleep,False,53.14333333333334,9236,2.09,1760.1208,0.4666119825233943,0.8257487706750112,5.526167096649082e-10,0.0,0.387708226070045
nt_y_stq__screen__wknd__hr_009,screen_weekend,False,66.66833333333334,10196,1.91,1.3776,0.33076652660829986,0.9115780062583818,4.2956950461404175e-13,0.0,0.3727033598600904
nt_y_stq__screen__wkdy__hr_009,screen_weekday,False,66.66833333333334,10196,1.91,0.8184,0.33076652660829986,0.9115780062583818,2.539992173898259e-13,0.0,0.37270335986005526
nt_y_stq__screen__wknd__min_009,screen_weekend,False,66.67,10195,1.91,161.2309,0.3307497865644409,0.9114886008046491,5.0618213629683336e-11,0.0,0.3726715162208506
nt_y_stq__screen__wkdy__min_009,screen_weekday,False,66.67,10195,1.91,138.1676,0.3307497865644409,0.9114886008046491,4.337710095919289e-11,0.0,0.37267151621940237
nt_y_stq__screen__wkdy__min_001__v01,screen_weekday,False,66.69833333333334,9265,1.86,234.0316,0.3304652058188393,0.8283415288332588,7.347522330265182e-11,0.0,0.34764202041032444
nt_y_stq__screen__wkdy__hr_001__v01,screen_weekday,False,66.69833333333334,9265,1.86,6.0847,0.3304652058188393,0.8283415288332588,1.9074430721982807e-12,0.0,0.3476420203960109
nt_y_stq__screen__wknd__min_001__01,screen_weekend,False,55.153333333333336,7723,2.12,210.6529,0.4464234896295429,0.6904783191774698,6.613508547373769e-11,0.0,0.3410705426553308
nt_y_stq__screen__wknd__hr_001__01,screen_weekend,False,55.153333333333336,7723,2.12,8.6417,0.4464234896295429,0.6904783191774698,2.7102564206108704e-12,0.0,0.34107054264264586
nt_y_stq__socmed_005,social_media,False,83.74,3385,1.48,3185049183668.8916,0.15929825736143455,0.302637460885114,0.9999999999999999,0.0,0.3385807154739645
nt_y_stq__screen__wknd__min_005__01,screen_weekend,False,57.635,7225,2.05,227.9116,0.4214975643236186,0.6459544032185963,7.155374591028379e-11,0.0,0.32023559027697523
nt_y_stq__screen__wknd__hr_005__01,screen_weekend,False,57.635,7225,2.05,6.3338,0.4214975643236186,0.6459544032185963,1.9856522255379665e-12,0.0,0.3202355902630616
nt_y_stq__screen__wknd__hr_006__01,screen_weekend,False,60.89333333333334,6515,2.03,7.2086,0.38877077857944,0.5824765310683951,2.2603104645646904e-12,0.0,0.2913741928948026
nt_y_stq__screen__wknd__min_006__01,screen_weekend,False,60.89666666666667,6515,2.03,228.9019,0.3887372984917221,0.5824765310683951,7.186466732558804e-11,0.0,0.29136414888240814
nt_y_stq__screen__wknd__school__min_002,screen_weekend,False,63.72666666666667,5858,1.89,124.5308,0.3603127040192846,0.5237371479660259,3.909559721666931e-11,0.0,0.2652149556034123
nt_y_stq__screen__wknd__school__hr_002,screen_weekend,False,63.72666666666667,5858,1.89,5.3051,0.3603127040192846,0.5237371479660259,1.662674481497282e-12,0.0,0.26521495559592567
nt_y_stq__sleep_012,sleep,False,64.33166666666666,5523,1.57,1838.6415,0.3542360680984986,0.4937863209655789,5.772696099725736e-10,0.0,0.25440671683467714
nt_y_stq__screen__wkdy__school__min_002,screen_weekday,False,72.21833333333333,6054,1.65,120.8596,0.2750221805581132,0.5412606168976307,3.7942961954763836e-11,0.0,0.24488483924431179
nt_y_stq__screen__wkdy__school__hr_002,screen_weekday,False,72.21833333333333,6054,1.65,2.8197,0.2750221805581132,0.5412606168976307,8.823411627078217e-13,0.0,0.24488483923689966
nt_y_stq__screen__wknd__min_003__01,screen_weekend,False,70.25,4683,1.79,188.5621,0.2947921723554917,0.41868573983012963,5.919930560783513e-11,0.0,0.21404337366752624
nt_y_stq__screen__wknd__hr_003__01,screen_weekend,False,70.25,4683,1.79,4.4106,0.2947921723554917,0.41868573983012963,1.3818310946552553e-12,0.0,0.21404337365596274
